forecast_name,target_location,forecast_start_date,forecast_end_date,metric_name,vertical,log_cat,excluded_locations,control_locations,platform,custom_sql,covariates_sql,fbprophet_params,ci_control_locations,ci_covariates
goods_2022_03_summer_things,"Татарстан,Дагестан,Иркутская область,Хабаровский край,Калининградская область,Тамбовская область,Коми,Мурманская область,Кабардино-Балкария,Хакасия,Костромская область",2022-03-17,2022-03-31,active_listers,General,Any,"Челябинская область,Нижегородская область,Алтайский край,Приморский край,Ярославская область,Кировская область,Липецкая область,Рязанская область,Ивановская область,Амурская область,Карачаево-Черкесия,Магаданская область,Свердловская область,Кемеровская область,Воронежская область,Чеченская Республика,Владимирская область,Вологодская область,Саха (Якутия),Смоленская область,Северная Осетия,Псковская область,Ингушетия,Ненецкий АО,Башкортостан,Красноярский край,Саратовская область,Ханты-Мансийский АО,Чувашия,Пензенская область,Калужская область,Мордовия,Ямало-Ненецкий АО,Новгородская область,Сахалинская область,Чукотский АО,Самарская область,Ставропольский край,Омская область,Оренбургская область,Тюменская область,Тверская область,Архангельская область,Забайкальский край,Бурятия,Курганская область,Камчатский край,Тыва,Москва,Санкт-Петербург,Московская область,Краснодарский край,Ростовская область,Волгоградская область,Крым,Ленинградская область,Белгородская область,Курская область,Брянская область,Астраханская область,Орловская область,Адыгея,Калмыкия",,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}","cl_Тульская область,cl_Еврейская АО,cl_Карелия,cl_Томская область,cl_Удмуртия,cl_Республика Алтай,cl_Новосибирск",
goods_2022_03_summer_things,"Челябинская область,Нижегородская область,Алтайский край,Приморский край,Ярославская область,Кировская область,Липецкая область,Рязанская область,Ивановская область,Амурская область,Карачаево-Черкесия,Магаданская область",2022-03-17,2022-03-31,buyers,General,General.Fashion,"Свердловская область,Кемеровская область,Воронежская область,Чеченская Республика,Владимирская область,Вологодская область,Саха (Якутия),Смоленская область,Северная Осетия,Псковская область,Ингушетия,Ненецкий АО,Башкортостан,Красноярский край,Саратовская область,Ханты-Мансийский АО,Чувашия,Пензенская область,Калужская область,Мордовия,Ямало-Ненецкий АО,Новгородская область,Сахалинская область,Чукотский АО,Самарская область,Ставропольский край,Омская область,Оренбургская область,Тюменская область,Тверская область,Архангельская область,Забайкальский край,Бурятия,Курганская область,Камчатский край,Тыва,Татарстан,Дагестан,Иркутская область,Хабаровский край,Калининградская область,Тамбовская область,Коми,Мурманская область,Кабардино-Балкария,Хакасия,Костромская область,Москва,Санкт-Петербург,Московская область,Краснодарский край,Ростовская область,Волгоградская область,Крым,Ленинградская область,Белгородская область,Курская область,Брянская область,Астраханская область,Орловская область,Адыгея,Калмыкия",,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}","cl_Томская область,cl_Ижевск,cl_Пермь,cl_Йошкар-Ола,cl_Новосибирск,cl_Тула,cl_Карелия",
goods_2022_02_delivery_olv_vs_banner,"Краснодарский край,Свердловская область,Башкортостан,Самарская область,Дагестан,Кемеровская область,Саратовская область,Тюменская область,Ханты-Мансийский АО,Удмуртия,Белгородская область,Калининградская область,Вологодская область,Рязанская область,Ульяновская область",2022-02-11,2022-03-06,user_item_view,General,Any,"Ростовская область,Татарстан,Челябинская область,Нижегородская область,Ставропольский край,Новосибирская область,Воронежская область,Волгоградская область,Иркутская область,Алтайский край,Омская область,Ярославская область,Оренбургская область,Тульская область,Владимирская область",,,,"select create_date::date as ds, avg(delivery_revenue) as delivery_price, case when create_date::date>'2021-10-16' then 1 else 0 end as after_test_period from dma.current_order where workflow = 'delivery-c2c' and perform_date is not null and create_date::date >= '2019-01-01' group by 1,3 order by 1","{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}","cl_Липецкая область,cl_Тверь,cl_Калужская область,cl_Архангельская область,cl_Костромская область,cl_Марий Эл,cl_Крым",
SE_April_22,"Москва,Санкт-Петербург,Краснодар,Казань,Ростов-на-Дону",2022-05-01,2022-05-31,item_view,Services,"Services.TransportationAndDelivery,Services.MinorRepair,Services.HealthAndBeauty,Services.Appliances,Services.MajorRepair",-none-,,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}","cl_Кызыл,cl_Грозный,cl_Дагестан,cl_Московская область,cl_Тюмень,cl_Тамбов",
goods_2022_02_delivery_olv_vs_banner_experiment_p&s,"Ростовская область,Татарстан,Челябинская область,Нижегородская область,Ставропольский край,Новосибирская область,Воронежская область,Волгоградская область,Иркутская область,Алтайский край,Омская область,Ярославская область,Оренбургская область,Тульская область,Владимирская область",2022-02-11,2022-03-06,buyers,General,General.Electronics MAV,"Краснодарский край,Свердловская область,Башкортостан,Самарская область,Дагестан,Кемеровская область,Саратовская область,Тюменская область,Ханты-Мансийский АО,Удмуртия,Белгородская область,Калининградская область,Вологодская область,Рязанская область,Ульяновская область",,,"SELECT event_date as ds ,
       case when locationname in ('Ростовская область','Татарстан','Челябинская область',
                                  'Нижегородская область','Ставропольский край','Новосибирская область',
                                  'Воронежская область','Волгоградская область','Иркутская область',
                                  'Алтайский край','Омская область','Ярославская область',
                                  'Оренбургская область','Тульская область','Владимирская область') then 'target'
            else locationname end as region ,
       sum(metric_value) as y
FROM   dma.regional_ab_metrics ab join dma.current_locations cl using (location_id)
WHERE  user_segment_market = 'any'
   and is_user_asd = 'any'
   and cl.isactive
   and cl.city_population_group != 'under_100k'
   and platform_id = 2
   and event_date >= date_trunc('year', timestampadd(year,-4, current_timestamp))::date
   and logical_category_id in (select distinct logical_category_id from dma.current_microcategories where logical_category = 'General.Electronics')
   and metric_name = 'buyers'
   and ab.location_id not in (SELECT location_id
                           FROM   dma.current_locations
                           WHERE  isactive
                              and (parentlocation_id in (SELECT parentlocation_id
                                                      FROM   dma.current_locations
                                                      WHERE  locationname in ('Ростовская область','Татарстан','Челябинская область','Нижегородская область','Ставропольский край','Новосибирская область','Воронежская область','Волгоградская область','Иркутская область','Алтайский край','Омская область','Ярославская область','Оренбургская область','Тульская область','Владимирская область','Краснодарский край','Свердловская область','Башкортостан','Самарская область','Дагестан','Кемеровская область','Саратовская область','Тюменская область','Ханты-Мансийский АО','Удмуртия','Белгородская область','Калининградская область','Вологодская область','Рязанская область','Ульяновская область'))
                              and locationname not in ('Ростовская область','Татарстан','Челябинская область','Нижегородская область','Ставропольский край','Новосибирская область','Воронежская область','Волгоградская область','Иркутская область','Алтайский край','Омская область','Ярославская область','Оренбургская область','Тульская область','Владимирская область')
                              and parentlocation_id != 2885))
   and cl.parentlocation_id not in (SELECT location_id
                                 FROM   dma.current_locations
                                 WHERE  locationname in ('Ростовская область','Татарстан','Челябинская область','Нижегородская область','Ставропольский край','Новосибирская область','Воронежская область','Волгоградская область','Иркутская область','Алтайский край','Омская область','Ярославская область','Оренбургская область','Тульская область','Владимирская область','Краснодарский край','Свердловская область','Башкортостан','Самарская область','Дагестан','Кемеровская область','Саратовская область','Тюменская область','Ханты-Мансийский АО','Удмуртия','Белгородская область','Калининградская область','Вологодская область','Рязанская область','Ульяновская область'))
GROUP BY 1, 2
UNION all
SELECT event_date as ds ,
       case when clp.locationname in ('Ростовская область','Татарстан','Челябинская область',
                                      'Нижегородская область','Ставропольский край',
                                      'Новосибирская область','Воронежская область',
                                      'Волгоградская область','Иркутская область',
                                      'Алтайский край','Омская область','Ярославская область',
                                      'Оренбургская область','Тульская область','Владимирская область') then 'target'
            else clp.locationname end as region ,
       sum(metric_value) as y
FROM   dma.regional_ab_metrics ab join dma.current_locations cl using (location_id) 
join dma.current_locations clp
        ON cl.parentlocation_id = clp.location_id
WHERE  user_segment_market = 'any'
   and is_user_asd = 'any'
   and cl.isactive
   and platform_id = 2
   and event_date >= date_trunc('year', timestampadd(year,-4, current_timestamp))::date
   and logical_category_id in (select distinct logical_category_id from dma.current_microcategories where logical_category = 'General.Electronics')
   and metric_name = 'buyers'
   and ab.location_id not in (SELECT location_id
                           FROM   dma.current_locations
                           WHERE  isactive
                              and (parentlocation_id in (SELECT parentlocation_id
                                                      FROM   dma.current_locations
                                                      WHERE  locationname in ('Ростовская область','Татарстан','Челябинская область','Нижегородская область','Ставропольский край','Новосибирская область','Воронежская область','Волгоградская область','Иркутская область','Алтайский край','Омская область','Ярославская область','Оренбургская область','Тульская область','Владимирская область','Краснодарский край','Свердловская область','Башкортостан','Самарская область','Дагестан','Кемеровская область','Саратовская область','Тюменская область','Ханты-Мансийский АО','Удмуртия','Белгородская область','Калининградская область','Вологодская область','Рязанская область','Ульяновская область'))
                              and parentlocation_id != 2885))
   and clp.locationname not in ('все регионы', 'Москва','Санкт-Петербург','Краснодарский край','Свердловская область','Башкортостан','Самарская область','Дагестан','Кемеровская область','Саратовская область','Тюменская область','Ханты-Мансийский АО','Удмуртия','Белгородская область','Калининградская область','Вологодская область','Рязанская область','Ульяновская область')
GROUP BY 1, 2","select create_date::date as ds, avg(delivery_revenue) as delivery_price, case when create_date::date>'2021-10-16' then 1 else 0 end as after_test_period from dma.current_order where workflow = 'delivery-c2c' and perform_date is not null and create_date::date >= '2019-01-01' group by 1,3 order by 1","{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}",cl_Санкт-Петербург,
goods_2022_08_construction_materials,"Иркутская область,Кировская область,Ставропольский край,Белгородская область,Башкортостан,Алтайский край,Тюменская область,Пермский край,Омская область,Кемеровская область,Оренбургская область,Ярославская область,Воронежская область",2022-08-15,2022-09-15,item_view,General,General.ConstructionRenovation,"Москва,Московская область,Санкт-Петербург,Ленинградская область,Нижегородская область,Татарстан",,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}","cl_Липецкая область,cl_Липецк,cl_Новосибирск,cl_Орёл,cl_Ижевск,cl_Сызрань,cl_Екатеринбург",
SE_April_22,"Москва,Санкт-Петербург,Краснодар,Казань,Ростов-на-Дону",2022-05-01,2022-05-31,buyers,Services,"Services.TransportationAndDelivery,Services.MinorRepair,Services.HealthAndBeauty,Services.Appliances,Services.MajorRepair",-none-,,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}","cl_Кабардино-Балкария,cl_Саратовская область,cl_Красноярский край,cl_Калининград,cl_Крым,cl_Белгород",
Media_Auto_aug_oct_2022,"Омск,Екатеринбург,Сургут,Тюмень",2022-08-15,2022-10-23,buyers,Transport,"Transport.UsedCars,Transport.NewCars",-none-,,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}","cl_Курганская область,cl_Дербент,cl_Петрозаводск,cl_Саранск,cl_Ессентуки,cl_Новый Уренгой,cl_Красногорск",
SE_April_22,Санкт-Петербург,2022-05-01,2022-05-31,item_view,Services,"Services.TransportationAndDelivery,Services.MinorRepair,Services.HealthAndBeauty,Services.Appliances,Services.MajorRepair","Москва,Казань,Краснодар,Ростов-на-Дону",,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}","cl_Ленинградская область,cl_Московская область,cl_Кызыл,cl_Чеченская Республика,cl_Курганская область,cl_Карелия",
goods_2022_02_delivery_olv_vs_banner,"Ростовская область,Татарстан,Челябинская область,Нижегородская область,Ставропольский край,Новосибирская область,Воронежская область,Волгоградская область,Иркутская область,Алтайский край,Омская область,Ярославская область,Оренбургская область,Тульская область,Владимирская область",2022-02-11,2022-03-06,active_listers,General,Any,"Краснодарский край,Свердловская область,Башкортостан,Самарская область,Дагестан,Кемеровская область,Саратовская область,Тюменская область,Ханты-Мансийский АО,Удмуртия,Белгородская область,Калининградская область,Вологодская область,Рязанская область,Ульяновская область",,,,"select create_date::date as ds, avg(delivery_revenue) as delivery_price, case when create_date::date>'2021-10-16' then 1 else 0 end as after_test_period from dma.current_order where workflow = 'delivery-c2c' and perform_date is not null and create_date::date >= '2019-01-01' group by 1,3 order by 1","{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}","cl_Смоленская область,cl_Астрахань,cl_Пермский край,cl_Мурманск,cl_Кострома,cl_Химки,cl_Хабаровский край",
goods_2022_03_summer_things,"Челябинская область,Нижегородская область,Алтайский край,Приморский край,Ярославская область,Кировская область,Липецкая область,Рязанская область,Ивановская область,Амурская область,Карачаево-Черкесия,Магаданская область",2022-03-17,2022-03-31,active_listers,General,Any,"Свердловская область,Кемеровская область,Воронежская область,Чеченская Республика,Владимирская область,Вологодская область,Саха (Якутия),Смоленская область,Северная Осетия,Псковская область,Ингушетия,Ненецкий АО,Башкортостан,Красноярский край,Саратовская область,Ханты-Мансийский АО,Чувашия,Пензенская область,Калужская область,Мордовия,Ямало-Ненецкий АО,Новгородская область,Сахалинская область,Чукотский АО,Самарская область,Ставропольский край,Омская область,Оренбургская область,Тюменская область,Тверская область,Архангельская область,Забайкальский край,Бурятия,Курганская область,Камчатский край,Тыва,Татарстан,Дагестан,Иркутская область,Хабаровский край,Калининградская область,Тамбовская область,Коми,Мурманская область,Кабардино-Балкария,Хакасия,Костромская область,Москва,Санкт-Петербург,Московская область,Краснодарский край,Ростовская область,Волгоградская область,Крым,Ленинградская область,Белгородская область,Курская область,Брянская область,Астраханская область,Орловская область,Адыгея,Калмыкия",,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}","cl_Карелия,cl_Москва,cl_Тульская область,cl_Пермский край,cl_Новосибирск,cl_Томская область,cl_Республика Алтай",
goods_2022_08_bts_august,"Нижний Новгород,Воронеж,Екатеринбург,Ростов-на-Дону,Самара,Волгоград,Казань,Томск,Тула,Ижевск,Ставрополь,Барнаул,Тверь,Новосибирск,Красноярск",2022-08-01,2022-09-04,buyers,"General,SpareParts",Any,"Москва,Московская область,Санкт-Петербург,Ленинградская область","Киров,Оренбург,Тюмень,Иваново,Владимир,Пенза,Чебоксары,Ханты-Мансийск,Петрозаводск,Великий Новгород,Йошкар-Ола,Мурманск,Тамбов,Махачкала,Сыктывкар",,"select EventDate::date as ds
, (case when 'Нижний Новгород,Воронеж,Екатеринбург,Ростов-на-Дону,Самара,Волгоград,Казань,Томск,Тула,Ижевск,Ставрополь,Барнаул,Тверь,Новосибирск,Красноярск' like '%'||cl.city||'%' then 'target'
else city end) as region
, count(distinct Cookie_id) as y
from DMA.click_stream_contacts csc
join DMA.current_microcategories cm using(microcat_id)
join DMA.current_locations cl using(location_id)
where EventDate::date >= '20190101'
and (vertical = 'General'  or vertical = 'SpareParts')
and country = 'все регионы'
and city in ('Нижний Новгород','Воронеж','Екатеринбург','Ростов-на-Дону','Самара','Волгоград','Казань','Томск','Тула','Ижевск','Ставрополь','Барнаул','Тверь','Новосибирск','Красноярск','Киров','Оренбург','Тюмень','Иваново','Владимир','Пенза','Чебоксары','Ханты-Мансийск',
'Петрозаводск','Великий Новгород','Йошкар-Ола','Мурманск','Тамбов','Махачкала','Сыктывкар')
and user_id not in (select user_id from dma.current_user where isTest)
and item_id not in (select item_id from dma.current_item where isDead)
group by 1,2
order by 1,2",,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}",,
goods_2022_01_delivery_clusters,"Краснодар,Нижний Новгород,Новосибирск",2022-01-01,2022-01-24,active_listers,General,Any,"Пермский край,Тульская область,Рязанская область,Саратовская область,Смоленская область,Кемеровская область,Башкортостан,Иркутская область",,,,"select create_date::date as ds, avg(delivery_revenue) as delivery_price, case when create_date::date>'2021-10-16' then 1 else 0 end as after_test_period from dma.current_order where workflow = 'delivery-c2c' and perform_date is not null and create_date::date >= '2019-01-01' group by 1,3 order by 1","{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}","cl_Костромская область,cl_Астрахань,cl_Удмуртия,cl_Новый Уренгой,cl_Ставрополь,cl_Грозный,cl_Воронеж",
Realty.SecondarySell_7_2021_Reg_efficiency_project,"Санкт-Петербург,Екатеринбург,Новосибирск,Казань,Нижний Новгород,Челябинск,Самара,Омск,Ростов-на-Дону,Уфа,Красноярск,Воронеж,Пермь,Волгоград,Краснодар,Саратов,Тюмень,Ижевск,Барнаул",2021-07-23,2021-08-31,buyers,Realty,Realty.SecondarySell,-none-,,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}","cl_Чувашия,cl_Ульяновская область,cl_Ленинградская область,cl_Астраханская область,cl_Бурятия,cl_Иркутск",
services_regional_all_09_01,"Ленинградская область,Ростовская область,Санкт-Петербург",2022-09-07,2022-10-07,buyers,Services,Any,"Краснодарский край,Свердловская область,Тюменская область,Татарстан,Приморский край,Красноярский край",,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}","cl_Саратов,cl_Новосибирск,cl_Грозный,cl_Нальчик,cl_Нижний Новгород,cl_Челябинск",
goods_2022_03_summer_things,"Свердловская область,Кемеровская область,Воронежская область,Чеченская Республика,Владимирская область,Вологодская область,Саха (Якутия),Смоленская область,Северная Осетия,Псковская область,Ингушетия,Ненецкий АО",2022-03-17,2022-03-31,active_listers,General,Any,"Челябинская область,Нижегородская область,Алтайский край,Приморский край,Ярославская область,Кировская область,Липецкая область,Рязанская область,Ивановская область,Амурская область,Карачаево-Черкесия,Магаданская область,Башкортостан,Красноярский край,Саратовская область,Ханты-Мансийский АО,Чувашия,Пензенская область,Калужская область,Мордовия,Ямало-Ненецкий АО,Новгородская область,Сахалинская область,Чукотский АО,Самарская область,Ставропольский край,Омская область,Оренбургская область,Тюменская область,Тверская область,Архангельская область,Забайкальский край,Бурятия,Курганская область,Камчатский край,Тыва,Татарстан,Дагестан,Иркутская область,Хабаровский край,Калининградская область,Тамбовская область,Коми,Мурманская область,Кабардино-Балкария,Хакасия,Костромская область,Москва,Санкт-Петербург,Московская область,Краснодарский край,Ростовская область,Волгоградская область,Крым,Ленинградская область,Белгородская область,Курская область,Брянская область,Астраханская область,Орловская область,Адыгея,Калмыкия",,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}","cl_Карелия,cl_Тульская область,cl_Еврейская АО,cl_Томская область,cl_Пермский край,cl_Удмуртия,cl_Москва",
goods_2022_10_spareparts_t1,"Пермь,Пенза,Петропавловск-Камчатский,Майкоп,Брянск,Владикавказ,Рязань",2022-10-01,2022-10-31,active_items,SpareParts,Any,"Москва,Московская область,Санкт-Петербург,Ленинградская область","Омская область,Хакасия,Бурятия,Республика Алтай,Ямало-Ненецкий АО,Тамбовская область",,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}",,
goods_2022_03_summer_things,"Башкортостан,Красноярский край,Саратовская область,Ханты-Мансийский АО,Чувашия,Пензенская область,Калужская область,Мордовия,Ямало-Ненецкий АО,Новгородская область,Сахалинская область,Чукотский АО",2022-03-17,2022-03-31,active_listers,General,Any,"Челябинская область,Нижегородская область,Алтайский край,Приморский край,Ярославская область,Кировская область,Липецкая область,Рязанская область,Ивановская область,Амурская область,Карачаево-Черкесия,Магаданская область,Свердловская область,Кемеровская область,Воронежская область,Чеченская Республика,Владимирская область,Вологодская область,Саха (Якутия),Смоленская область,Северная Осетия,Псковская область,Ингушетия,Ненецкий АО,Самарская область,Ставропольский край,Омская область,Оренбургская область,Тюменская область,Тверская область,Архангельская область,Забайкальский край,Бурятия,Курганская область,Камчатский край,Тыва,Татарстан,Дагестан,Иркутская область,Хабаровский край,Калининградская область,Тамбовская область,Коми,Мурманская область,Кабардино-Балкария,Хакасия,Костромская область,Москва,Санкт-Петербург,Московская область,Краснодарский край,Ростовская область,Волгоградская область,Крым,Ленинградская область,Белгородская область,Курская область,Брянская область,Астраханская область,Орловская область,Адыгея,Калмыкия",,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}","cl_Карелия,cl_Тульская область,cl_Томская область,cl_Пермский край,cl_Еврейская АО,cl_Удмуртия,cl_Республика Алтай",
RE_CRE_offices_MCS_SPB,"Москва,Московская область,Санкт-Петербург,Ленинградская область",2022-04-25,2022-05-25,item_view,Realty,Realty.Commercial,-none-,,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}","cl_Калужская область,cl_Дагестан,cl_Северная Осетия,cl_Владимир,cl_Курская область,cl_Калининградская область",
goods_2022_03_summer_things,"Татарстан,Дагестан,Иркутская область,Хабаровский край,Калининградская область,Тамбовская область,Коми,Мурманская область,Кабардино-Балкария,Хакасия,Костромская область",2022-03-17,2022-03-31,active_listers,General,General.Fashion,"Челябинская область,Нижегородская область,Алтайский край,Приморский край,Ярославская область,Кировская область,Липецкая область,Рязанская область,Ивановская область,Амурская область,Карачаево-Черкесия,Магаданская область,Свердловская область,Кемеровская область,Воронежская область,Чеченская Республика,Владимирская область,Вологодская область,Саха (Якутия),Смоленская область,Северная Осетия,Псковская область,Ингушетия,Ненецкий АО,Башкортостан,Красноярский край,Саратовская область,Ханты-Мансийский АО,Чувашия,Пензенская область,Калужская область,Мордовия,Ямало-Ненецкий АО,Новгородская область,Сахалинская область,Чукотский АО,Самарская область,Ставропольский край,Омская область,Оренбургская область,Тюменская область,Тверская область,Архангельская область,Забайкальский край,Бурятия,Курганская область,Камчатский край,Тыва,Москва,Санкт-Петербург,Московская область,Краснодарский край,Ростовская область,Волгоградская область,Крым,Ленинградская область,Белгородская область,Курская область,Брянская область,Астраханская область,Орловская область,Адыгея,Калмыкия",,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}","cl_Тульская область,cl_Пермский край,cl_Еврейская АО,cl_Москва,cl_Йошкар-Ола,cl_Удмуртия,cl_Карелия",
goods_2022_03_summer_things,"Свердловская область,Кемеровская область,Воронежская область,Чеченская Республика,Владимирская область,Вологодская область,Саха (Якутия),Смоленская область,Северная Осетия,Псковская область,Ингушетия,Ненецкий АО",2022-03-17,2022-03-31,items_started,General,Any,"Челябинская область,Нижегородская область,Алтайский край,Приморский край,Ярославская область,Кировская область,Липецкая область,Рязанская область,Ивановская область,Амурская область,Карачаево-Черкесия,Магаданская область,Башкортостан,Красноярский край,Саратовская область,Ханты-Мансийский АО,Чувашия,Пензенская область,Калужская область,Мордовия,Ямало-Ненецкий АО,Новгородская область,Сахалинская область,Чукотский АО,Самарская область,Ставропольский край,Омская область,Оренбургская область,Тюменская область,Тверская область,Архангельская область,Забайкальский край,Бурятия,Курганская область,Камчатский край,Тыва,Татарстан,Дагестан,Иркутская область,Хабаровский край,Калининградская область,Тамбовская область,Коми,Мурманская область,Кабардино-Балкария,Хакасия,Костромская область,Москва,Санкт-Петербург,Московская область,Краснодарский край,Ростовская область,Волгоградская область,Крым,Ленинградская область,Белгородская область,Курская область,Брянская область,Астраханская область,Орловская область,Адыгея,Калмыкия",,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.01}","cl_Москва,cl_Тульская область,cl_Новосибирская область,cl_Пермский край,cl_Удмуртия,cl_Томская область",
Services_Dec22,Москва,2022-12-01,2022-12-31,buyers,Services,Services.Household,-none-,,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.1}","cl_Махачкала,cl_Киров,cl_Иваново,cl_Красноярск,cl_Челябинск,cl_Екатеринбург",
goods_2022_08_bts_august,"Краснодар,Уфа,Саратов,Ярославль,Челябинск,Иркутск,Кемерово,Пермь",2022-08-01,2022-09-04,new listers,General,Any,"Москва,Московская область,Санкт-Петербург,Ленинградская область",,,"with users_logcats as (
    select ci.user_id, 
        ci.item_id,
        cm.logical_category_id, 
        ci.StartTime::date as event_date,
        ci.location_id,
        row_number() over (partition by ci.user_id, cm.logical_category_id order by ci.StartTime asc) as rnk
    from DMA.current_item ci 
    join DMA.current_microcategories cm using(Microcat_id)
    where true 
        and vertical = 'General' 
        and (not ci.isdead or datediff('day', ci.StartTime, ci.death_date) >= 30)
        and ci.StartTime >= '20190101'
)
select event_date::date as ds,
    (case when 'Краснодар,Уфа,Саратов,Ярославль,Челябинск,Иркутск,Кемерово,Пермь' like '%'||cl.city||'%' then 'target'
           else city end) as region, 
    count(distinct user_id) as y
from users_logcats ld
join DMA.current_locations cl on cl.location_id = ld.location_id
where event_date >= '20190101'
    and rnk = 1
    and country = 'все регионы'
    and city in ('Краснодар','Уфа','Саратов','Ярославль','Челябинск','Иркутск','Кемерово','Пермь','Киров','Оренбург','Тюмень','Иваново','Владимир','Пенза','Чебоксары','Ханты-Мансийск',
                'Петрозаводск','Великий Новгород','Йошкар-Ола','Мурманск','Тамбов','Махачкала','Сыктывкар')
group by 1,2 ",,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.1}","cl_Оренбург,cl_Тюмень,cl_Киров,cl_Владимир,cl_Пенза,cl_Чебоксары,cl_Петрозаводск",
goods_2022_05_new_condition,"Новгородская область,Амурская область,Мордовия,Кабардино-Балкария,Мурманская область,Тамбовская область,Вологодская область,Пермский край,Красноярский край,Ставропольский край",2022-05-04,2022-05-31,buyers,General,General.Fashion,"Москва,Московская область,Санкт-Петербург,Ленинградская область,Костромская область,Ивановская область,Курганская область,Смоленская область,Липецкая область,Хабаровский край,Удмуртия,Ханты-Мансийский АО,Воронежская область,Кемеровская область,Псковская область,Марий Эл,Бурятия,Ульяновская область,Кировская область,Владимирская область,Тульская область,Оренбургская область,Саратовская область,Иркутская область,Хакасия,Карелия,Архангельская область,Пензенская область,Ярославская область,Чувашия,Тюменская область,Чеченская Республика,Омская область,Дагестан",,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'holidays_prior_scale': 0.1}","cl_Ростовская область,cl_Еврейская АО,cl_Орловская область,cl_Новосибирская область,cl_Астраханская область,cl_Калининградская область,cl_Томская область",
